sep=;
Date;Bid;Ask;Opening price;High price;Low price;Closing price;Average price;Total volume;Turnover;Trades;
2015-09-14;6,874;6,948;7,243;7,243;6,874;6,948;7,062;70744,25552657844;499570,35;82;
2015-09-11;6,985;7,059;7,169;7,169;6,837;6,985;7,026;32352,29188631319;227293,7;51;
2015-09-10;7,095;7,132;7,169;7,169;7,022;7,132;7,099;10626,25043806891;75439,55;36;
2015-09-09;7,169;7,243;7,206;7,354;7,169;7,169;7,226;32652,651906335;235937,8;47;
2015-09-08;7,095;7,28;7,022;7,28;7,022;7,28;7,104;26599,45042175131;188968,2;47;
2015-09-07;7,022;7,095;7,391;7,391;6,726;7,022;6,98;33829,73847128534;236139,1;66;
2015-09-04;7,132;7,169;7,28;7,28;7,132;7,132;7,168;32797,420024093255;235096,6;41;
2015-09-03;7,206;7,28;7,28;7,317;7,169;7,206;7,237;30086,062005517997;217747,4;42;
2015-09-02;7,169;7,206;7,317;7,317;7,132;7,169;7,206;43372,25748576204;312551,05;79;
2015-09-01;7,243;7,317;7,761;7,761;7,169;7,317;7,282;63056,662581695906;459158,3;76;
2015-08-31;7,317;7,465;7,354;7,576;7,243;7,317;7,325;403782,6339429238;2957809,1;86;
2015-08-28;7,354;7,391;7,539;7,798;7,354;7,354;7,524;71397,74151608537;537159,5;79;
2015-08-27;7,354;7,391;7,206;7,428;7,206;7,354;7,332;77648,4770678906;569297,8;89;
2015-08-26;7,206;7,243;7,095;7,28;7,095;7,206;7,197;58575,615796505655;421558,55;54;
2015-08-25;7,206;7,243;7,132;7,391;7,132;7,206;7,264;71761,69127007575;521257,35;93;
2015-08-24;7,059;7,132;7,391;7,391;7,022;7,132;7,252;223212,14298728938;1618835,65;191;
2015-08-21;7,428;7,465;7,465;7,65;7,428;7,428;7,522;104418,40209560023;785484,3;111;
2015-08-20;7,465;7,539;7,428;7,724;7,428;7,465;7,498;149048,9245301023;1117527,65;141;
2015-08-19;7,502;7,576;7,687;7,687;7,428;7,502;7,595;79257,1620399894;601932,25;103;
2015-08-18;7,465;7,539;7,428;7,761;7,428;7,465;7,568;102006,05112398363;771934,45;122;
2015-08-17;7,428;7,502;7,613;7,613;7,391;7,428;7,46;48627,20486308056;362762,3;63;
2015-08-14;7,65;7,687;7,761;7,761;7,428;7,65;7,553;113966,33300232958;860833,75;108;
2015-08-13;7,761;7,798;7,909;7,909;7,428;7,761;7,701;100134,88937763154;771090,05;122;
2015-08-12;7,909;7,945;7,945;7,945;7,687;7,909;7,849;96029,96910400013;753739,55;66;
2015-08-11;7,982;8,019;7,982;8,056;7,761;7,982;7,975;117312,2353875275;935566,95;118;
2015-08-10;7,982;8,019;8,315;8,315;7,982;8,019;8,078;86143,79493148046;695896,55;102;
2015-08-07;8,167;8,315;8,795;8,795;7,909;8,315;8,17;255534,669466213;2087637,15;373;
2015-08-06;8,795;8,869;8,352;8,943;8,352;8,869;8,778;166169,4456713455;1458576,85;214;
2015-08-05;8,278;8,352;8,204;8,315;7,945;8,315;8,125;87752,47990357925;712979,35;148;
2015-08-04;8,093;8,204;8,722;8,795;7,945;8,204;8,227;192743,18960489673;1585686,7;182;
2015-08-03;8,611;8,722;9,202;9,239;8,611;8,611;8,814;327776,666173711;2889004,15;280;
2015-07-31;9,128;9,165;8,278;9,239;8,278;9,128;8,783;229253,1677143046;2013622,4;216;
2015-07-30;8,241;8,278;8,056;8,315;8,019;8,278;8,215;200829,90960341186;1649752,4;152;
2015-07-29;7,909;8,056;7,909;8,13;7,909;7,982;8,046;199911,24089352533;1608407,9;136;
2015-07-28;7,798;7,909;7,724;8,019;7,65;7,798;7,865;32821,77353923016;258140,55;57;
2015-07-27;7,687;7,724;7,982;7,982;7,687;7,687;7,894;110324,12951629935;870920,75;110;
2015-07-24;7,761;7,835;7,982;7,982;7,761;7,835;7,935;58137,25252404139;461305,25;109;
2015-07-23;7,724;7,835;7,872;7,872;7,243;7,835;7,624;123618,44283492236;942497,3;132;
2015-07-22;7,835;7,872;7,761;7,872;7,724;7,835;7,77;37715,47710868461;293047,1;53;
2015-07-21;7,761;7,798;8,093;8,093;7,761;7,761;7,862;23566,084814143654;185274,15;50;
2015-07-20;7,909;8,056;7,982;8,13;7,835;7,909;7,992;97234,1151302137;777098,5;122;
2015-07-17;7,909;7,982;7,835;8,204;7,354;7,982;7,885;132385,70828420762;1043854,6;156;
2015-07-16;7,761;7,835;7,317;7,835;7,317;7,835;7,496;219572,64544738547;1645913,4;171;
2015-07-15;7,206;7,28;6,911;7,243;6,837;7,206;7,03;133396,37916238912;937765;160;
2015-07-14;6,837;6,911;6,874;6,911;6,652;6,837;6,784;71658,8653172755;486119,35;70;
2015-07-13;6,763;6,837;6,726;6,874;6,726;6,837;6,774;38075,36794348552;257909,25;60;
2015-07-10;6,689;6,763;6,43;6,763;6,43;6,689;6,69;56804,5740568275;380014,95;82;
2015-07-09;6,43;6,504;6,467;6,578;6,43;6,43;6,538;87069,22850668279;569243,95;63;
2015-07-08;6,504;6,578;6,541;6,578;6,43;6,504;6,519;31195,49991731027;203365,55;54;
2015-07-07;6,541;6,578;6,541;6,652;6,541;6,578;6,62;35668,42886412155;236136,75;47;
2015-07-06;6,541;6,578;6,541;6,652;6,541;6,541;6,599;39311,985323214954;259425,8;65;
2015-07-03;6,541;6,726;6,689;6,689;6,541;6,541;6,625;44587,227296480894;295390,6;38;
2015-07-02;6,652;6,689;6,985;6,985;6,578;6,652;6,682;85131,7710802358;568830,3;71;
2015-07-01;6,80;6,837;6,726;6,948;6,541;6,80;6,765;145675,96268364115;985444,4;130;
2015-06-30;6,356;6,43;6,467;6,467;6,246;6,356;6,324;108217,5504569572;684379,05;94;
2015-06-29;6,393;6,467;6,467;6,467;6,246;6,467;6,38;168458,6760942144;1074684,15;151;
2015-06-26;6,652;6,689;6,615;6,80;6,356;6,652;6,605;284723,71033085504;1880634,75;210;
2015-06-25;6,467;6,541;6,43;8,758;6,43;6,467;7,184;1153397,3595874463;8286396,3;956;
2015-06-24;6,504;6,541;6,652;6,763;6,467;6,504;6,574;73872,32924860739;485619,942;89;
2015-06-23;6,467;6,504;6,80;6,80;6,43;6,467;6,52;79732,05558515902;519868,9;85;
2015-06-22;6,541;6,615;6,652;6,726;6,282;6,541;6,425;196785,87311762272;1264313,65;143;
2015-06-18;6,615;6,652;6,726;6,763;6,615;6,615;6,665;79450,63718802147;529526,95;63;
2015-06-17;6,689;6,763;6,652;6,985;6,652;6,689;6,79;11774,92456869286;79948,65;31;
2015-06-16;6,652;6,689;6,615;6,80;6,615;6,652;6,679;37473,29493037874;250288,3;60;
2015-06-15;6,578;6,652;6,652;6,874;6,504;6,578;6,646;65394,600034838644;434597,9;81;
2015-06-12;6,948;7,022;6,837;7,169;6,689;6,948;6,996;57995,19035240945;405725,2;102;
2015-06-11;6,874;7,022;7,169;7,169;6,837;7,022;7,01;38401,43445170739;269185,15;47;
2015-06-10;6,948;7,022;7,206;7,206;6,763;7,022;6,937;94579,58198029121;656118,95;125;
2015-06-09;6,948;6,985;6,504;7,539;6,504;6,985;7,069;383101,0876994401;2708143,95;378;
2015-06-08;6,504;6,726;6,319;6,763;6,319;6,504;6,523;168813,15503676268;1103156,625;180;
2015-06-05;6,43;6,504;6,726;6,726;6,246;6,43;6,492;177600,71508199538;1153064;205;
2015-06-04;6,763;6,80;6,652;6,948;6,578;6,763;6,733;319794,1251010593;2153069,15;220;
2015-06-03;6,652;6,837;6,874;6,948;6,541;6,652;6,664;552938,4433450159;3684869,5;500;
2015-06-02;6,948;6,985;7,798;7,835;6,763;6,985;7,178;680527,8621203166;4884727,1;553;
2015-06-01;7,798;7,982;7,835;8,389;7,798;7,835;8,039;469520,8891358054;3774612,15;356;
2015-05-29;7,835;7,872;8,056;8,204;7,835;7,835;7,903;1006494,2503355178;7954004,1;434;
2015-05-28;8,019;8,056;8,093;8,093;7,909;8,019;7,987;84526,9921210027;675354,35;81;
2015-05-27;7,982;8,093;8,019;8,093;7,872;8,093;7,964;117597,71270385453;936524,7;125;
2015-05-26;7,945;8,056;8,019;8,13;7,909;7,945;8,005;112892,07239017951;903722,1;119;
2015-05-25;8,056;8,13;8,204;8,278;8,056;8,056;8,133;64009,155618161465;520568,05;108;
2015-05-22;8,13;8,167;8,278;8,426;8,13;8,167;8,25;124753,5872349147;1029220,25;140;
2015-05-21;8,167;8,241;8,241;8,278;8,13;8,167;8,18;238311,32237216955;1949464,1;148;
2015-05-20;8,204;8,241;8,204;8,315;8,13;8,241;8,169;95222,24418529283;777873,6;113;
2015-05-19;8,13;8,204;8,13;8,278;8,019;8,204;8,135;160154,1274325303;1302804,45;153;
2015-05-18;8,13;8,167;8,13;8,426;8,019;8,13;8,157;167853,89713498132;1369256,4;194;
2015-05-15;8,13;8,204;8,13;8,278;8,13;8,13;8,193;118855,97765259455;973842,1;127;
2015-05-13;7,982;8,093;7,982;8,093;7,945;8,093;8,021;30554,19068537181;245066,65;46;
2015-05-12;7,982;8,056;7,982;8,13;7,872;7,982;7,989;94931,35497671315;758409;102;
2015-05-11;7,945;7,982;8,019;8,13;7,835;7,945;7,994;117910,2494814448;942466,2;124;
2015-05-08;7,982;8,056;8,019;8,204;7,761;7,982;7,931;406167,9254532772;3221184,35;192;
2015-05-07;7,909;7,982;8,056;8,093;7,761;7,982;7,949;289341,4073954246;2300089,7;284;
2015-05-06;7,835;8,056;8,13;8,13;7,761;8,056;7,923;86155,9716890489;682579,05;100;
2015-05-05;7,982;8,019;8,056;8,13;7,761;7,982;7,928;278073,84772541723;2204680,8;186;
2015-05-04;8,056;8,13;8,13;8,13;7,761;8,056;7,994;157122,11479798582;1256106,5;184;
2015-04-30;8,019;8,13;8,093;8,241;7,982;8,13;8,096;97676,53732186745;790819,7;109;
2015-04-29;7,982;8,093;8,056;8,13;7,982;8,093;8,059;197347,35693883465;1590692,675;176;
2015-04-28;7,945;8,019;8,13;8,13;7,945;7,945;8,023;137873,36702838988;1106136,2;154;
2015-04-27;8,056;8,093;8,648;8,648;8,056;8,093;8,179;235539,08056575205;1926364,9;228;
2015-04-24;8,241;8,389;8,278;8,50;8,056;8,241;8,344;366984,47257106256;3062292,5;295;
2015-04-23;8,056;8,13;8,093;8,278;7,835;8,13;8,018;335828,208872584;2692840;381;
2015-04-22;8,056;8,093;8,204;8,241;7,909;8,056;8,075;360467,20132581453;2910842,05;343;
2015-04-21;8,204;8,241;8,389;8,389;8,13;8,204;8,224;357724,72492678655;2942095,35;348;
2015-04-20;8,389;8,463;8,832;8,832;8,204;8,389;8,455;533971,1139725575;4514307,125;551;
2015-04-17;8,426;8,537;8,167;9,017;8,13;8,463;8,567;2218380,6354434276;19004618,25;1417;
2015-04-16;8,056;8,13;6,652;9,424;6,319;8,056;8,214;7445203,761698012;61151843,05;5559;
2015-04-15;20,326;20,473;20,326;20,473;19,956;20,473;20,225;150201,6575799157;3037834,4;223;
2015-04-14;20,178;20,40;20,621;20,695;20,178;20,40;20,434;95633,54799649387;1953996,1;180;
2015-04-13;20,621;20,769;20,326;20,917;20,178;20,621;20,63;170086,30268919747;3508831,1;261;
2015-04-10;20,178;20,40;19,956;20,621;19,956;20,40;20,26;167577,8906300964;3395105,3;243;
2015-04-09;19,586;20,547;20,621;21,065;19,586;19,586;20,183;160121,65607901444;3231705,6;293;
2015-04-08;20,252;20,621;20,695;20,917;19,956;20,621;20,732;92100,9353285797;1909462;249;
2015-04-07;20,473;20,695;20,178;20,917;20,03;20,547;20,672;211445,33625697548;4371032,4;358;
2015-04-02;20,104;20,178;19,734;20,326;19,734;20,178;20,035;117120,1132125586;2346548,8;222;
2015-04-01;19,66;19,734;19,217;19,882;19,217;19,734;19,709;74782,88012011496;1473881,4;183;
2015-03-31;19,217;19,586;19,586;19,586;19,143;19,217;19,374;70626,54687008341;1368311;167;
2015-03-30;19,439;19,882;18,847;19,956;18,847;19,882;19,572;98095,95897144744;1919911,5;186;
2015-03-27;18,921;19,217;19,439;20,40;18,921;19,217;19,472;149787,64782258836;2916695,1;236;
2015-03-26;19,143;19,439;19,586;19,66;18,921;19,143;19,211;135087,59549134076;2595209,55;237;
2015-03-25;19,513;19,66;18,773;19,956;18,70;19,66;19,453;198809,92082011202;3867496,7;373;
2015-03-24;18,70;18,921;19,143;19,513;18,626;18,70;18,962;246172,09586913677;4668018,2;397;
2015-03-23;19,069;19,143;20,178;20,473;19,143;19,143;19,74;364628,94646809873;7197659,7;378;
2015-03-20;20,178;20,40;20,991;21,213;20,178;20,178;20,31;826532,597258306;16786960,5;458;
2015-03-19;20,917;20,991;21,139;21,508;20,843;20,917;21,161;86104,55871264878;1822075,5;158;
2015-03-18;21,065;21,286;21,582;21,656;21,065;21,065;21,312;118782,91710718383;2531474,4;207;
2015-03-17;21,508;21,656;20,991;21,656;18,995;21,508;20,804;428153,7377296484;8907442,9;878;
2015-03-16;20,843;20,991;21,73;21,73;20,917;20,991;21,191;125942,85055743348;2668896,4;207;
2015-03-13;21,508;21,582;21,213;21,804;21,213;21,508;21,546;143371,84955707745;3089106,4;296;
2015-03-12;21,139;21,213;21,065;21,286;21,065;21,139;21,141;83512,26232363171;1765518,8;122;
2015-03-11;20,991;21,139;21,213;21,434;20,991;20,991;21,205;98309,72871542693;2084656,3;148;
2015-03-10;21,213;21,508;21,878;21,878;21,139;21,508;21,399;118942,56792863688;2545295,4;183;
2015-03-09;21,656;21,878;22,099;22,099;21,286;21,878;21,635;193415,6172172879;4184568,5;243;
2015-03-06;22,026;22,099;22,173;22,395;21,804;22,099;22,14;402048,12247595103;8794130,6;257;
2015-03-05;21,804;22,026;21,952;22,173;21,656;21,804;21,922;210206,0129311197;4608041,4;272;
2015-03-04;21,73;21,878;20,917;22,026;20,917;21,878;21,472;357037,4146107006;7666309,8;418;
2015-03-03;20,991;21,065;22,765;23,208;20,991;20,991;22,185;707393,8482355107;15693299,8;779;
2015-03-02;22,099;22,173;21,434;23,356;21,36;22,099;22,497;825883,1701879885;18580220,1;1005;
2015-02-27;21,065;21,286;20,473;21,286;20,326;21,286;20,893;736520,6523392474;15388037,3;794;
2015-02-26;20,104;20,178;19,882;20,326;19,66;20,104;19,948;288506,6230154541;5755111,5;329;
2015-02-25;19,808;19,882;18,70;20,252;18,478;19,882;19,605;473265,9185746359;9278255,1;562;
2015-02-24;18,626;18,773;18,256;18,847;17,147;18,626;18,067;415760,50447109085;7511143,65;563;
2015-02-23;18,108;18,256;19,439;19,66;17,96;18,108;18,741;532910,383091039;10001254,6;644;
2015-02-20;18,995;19,069;20,547;20,769;18,70;19,069;19,675;770714,3405645231;15167590,3;1008;
2015-02-19;20,252;20,326;18,108;20,769;18,034;20,326;19,003;744817,0831625524;14153640,1;746;
2015-02-18;17,887;17,96;17,369;18,404;16,704;17,96;17,796;625940,8109140105;11139444;611;
2015-02-17;17,074;17,147;16,187;17,369;15,965;17,074;16,926;1060140,985262927;17944380;1070;
2015-02-16;15,891;16,039;15,891;16,26;15,521;15,891;15,847;225796,32153792746;3578288,3;280;
2015-02-13;15,521;15,595;15,891;16,039;15,226;15,521;15,57;207188,88300027;3225873,5;236;
2015-02-12;15,521;15,669;15,817;15,817;15,374;15,669;15,593;131311,44767205755;2047518,9;204;
2015-02-11;15,669;15,817;16,26;16,26;15,30;15,817;15,719;367039,9444666522;5769665;406;
2015-02-10;16,408;16,482;16,113;16,482;15,891;16,482;16,298;257512,71608455485;4196815;329;
2015-02-09;16,039;16,113;15,743;16,187;15,669;16,113;15,912;232467,8317123759;3699079,9;246;
2015-02-06;15,595;15,669;16,113;16,334;15,595;15,595;15,912;279383,52565055736;4445614,8;261;
2015-02-05;16,039;16,113;16,039;16,63;15,891;16,113;16,211;277202,53307274135;4493653,7;197;
2015-02-04;16,187;16,26;16,63;16,63;15,521;16,26;16,053;295542,08294389286;4744478,6;322;
2015-02-03;16,334;16,408;15,891;16,778;15,669;16,408;16,364;723005,8044113291;11830924,9;623;
2015-02-02;15,743;15,817;13,526;16,113;13,526;15,817;15,245;1456176,495446189;22199462,6;1209;
2015-01-30;13,526;13,674;13,378;13,821;13,304;13,526;13,60;87147,70094434614;1185215,5;132;
2015-01-29;13,378;13,526;14,043;14,265;13,23;13,378;13,502;161705,98753597634;2183418;160;
2015-01-28;13,895;14,043;13,821;14,043;13,526;13,895;13,839;107980,78017090396;1494380,7;159;
2015-01-27;13,60;13,674;14,043;14,413;13,526;13,60;13,988;176861,99178950928;2473933,4;211;
2015-01-26;14,043;14,191;14,043;14,265;13,748;14,191;14,071;182612,12730794484;2569487,5;221;
2015-01-23;13,748;13,895;14,043;14,043;13,674;13,748;13,919;122322,29464041382;1702571,2;153;
2015-01-22;14,043;14,265;14,339;14,708;14,043;14,265;14,322;213412,55909081202;3056541,8;283;
2015-01-21;14,117;14,265;14,117;14,634;13,526;14,265;14,011;156898,8742425642;2197888,2;224;
2015-01-20;13,895;14,043;13,008;14,339;12,934;14,043;13,687;451342,3430591701;6177518,2;536;
2015-01-19;12,713;13,008;13,304;13,304;12,565;12,713;12,792;139621,4082259943;1785976,1;172;
2015-01-16;12,934;13,452;13,304;13,60;12,713;12,934;13,317;186459,9826995756;2483007,5;222;
2015-01-15;12,934;13,082;13,082;13,156;12,269;13,082;12,721;125572,13593812728;1597352,8;198;
2015-01-14;12,565;12,934;13,156;13,156;12,565;12,565;12,88;137586,53673899968;1772095,1;181;
2015-01-13;13,008;13,082;13,378;13,452;12,861;13,008;13,088;134493,64031661296;1760326;233;
2015-01-12;13,23;13,526;13,23;13,526;13,156;13,23;13,326;106290,91681501549;1416400,4;155;
